episode num = '0', episode_total_immediate_rewards = '21.7254702251', episode_total_reward = '21.7254702251', current_state = '10001000001000000', actions_taken = '0,4,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '0', episode_total_immediate_rewards = '7.87233186633', episode_total_reward = '7.87233186633', current_state = '01000000001100000', actions_taken = '10,11,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '7.74398807995', episode_total_reward = '7.74398807995', current_state = '00010000000110000', actions_taken = '3,11,12', strategy = ['explore', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '6.4252441759', episode_total_reward = '10.9679166757', current_state = '00011000000100000', actions_taken = '3,11,4', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '7.74398807995', episode_total_reward = '14.8360149794', current_state = '00010000000110000', actions_taken = '3,11,12', strategy = ['explore', 'explore', 'exploit'] 
episode num = '4', episode_total_immediate_rewards = '7.46406397113', episode_total_reward = '11.723474871', current_state = '00011000001000000', actions_taken = '3,4,10', strategy = ['exploit', 'explore', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '9.53188276524', episode_total_reward = '9.53188276524', current_state = '00000000001110000', actions_taken = '12,10,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '6', episode_total_immediate_rewards = '7.74398807995', episode_total_reward = '14.8360149794', current_state = '00010000000110000', actions_taken = '3,11,12', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '7', episode_total_immediate_rewards = '7.44982123709', episode_total_reward = '14.5418481365', current_state = '10010000000100000', actions_taken = '3,11,0', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '9.93504646798', episode_total_reward = '9.93504646798', current_state = '10001000000100000', actions_taken = '4,0,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '9', episode_total_immediate_rewards = '6.84741341472', episode_total_reward = '13.6501363867', current_state = '10001000001000000', actions_taken = '4,0,10', strategy = ['explore', 'exploit', 'explore'] 
episode num = '10', episode_total_immediate_rewards = '7.44982123709', episode_total_reward = '14.5418481365', current_state = '10010000000100000', actions_taken = '3,11,0', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '11', episode_total_immediate_rewards = '9.05387081228', episode_total_reward = '13.3132817121', current_state = '00011000001000000', actions_taken = '3,10,4', strategy = ['exploit', 'explore', 'explore'] 
episode num = '12', episode_total_immediate_rewards = '6.97128748014', episode_total_reward = '14.0633143796', current_state = '01010000000100000', actions_taken = '3,11,1', strategy = ['explore', 'exploit', 'explore'] 
episode num = '13', episode_total_immediate_rewards = '7.32254351375', episode_total_reward = '18.3480171021', current_state = '10001000000010000', actions_taken = '4,0,12', strategy = ['explore', 'exploit', 'explore'] 
episode num = '14', episode_total_immediate_rewards = '7.74398807995', episode_total_reward = '14.8360149794', current_state = '00010000000110000', actions_taken = '3,11,12', strategy = ['explore', 'exploit', 'explore'] 
episode num = '15', episode_total_immediate_rewards = '7.60784571167', episode_total_reward = '12.8659353513', current_state = '00100000001100000', actions_taken = '10,11,2', strategy = ['explore', 'exploit', 'explore'] 
episode num = '16', episode_total_immediate_rewards = '7.32254351375', episode_total_reward = '18.3480171021', current_state = '10001000000010000', actions_taken = '4,0,12', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '17', episode_total_immediate_rewards = '9.53188276524', episode_total_reward = '15.7677686481', current_state = '00000000001110000', actions_taken = '12,10,11', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '18', episode_total_immediate_rewards = '9.93504646798', episode_total_reward = '20.9605200563', current_state = '10001000000100000', actions_taken = '4,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '19', episode_total_immediate_rewards = '7.14395516785', episode_total_reward = '16.301982451', current_state = '00011000001000000', actions_taken = '4,3,10', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '9.93504646798', episode_total_reward = '20.9605200563', current_state = '10001000000100000', actions_taken = '4,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '10.0544362579', episode_total_reward = '10.0544362579', current_state = '00100000000110000', actions_taken = '11,2,12', strategy = ['explore', 'explore', 'explore'] 
episode num = '22', episode_total_immediate_rewards = '9.93504646798', episode_total_reward = '20.9605200563', current_state = '10001000000100000', actions_taken = '4,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '6.97948028571', episode_total_reward = '13.3130087448', current_state = '00001000000110000', actions_taken = '4,12,11', strategy = ['exploit', 'explore', 'explore'] 
episode num = '24', episode_total_immediate_rewards = '7.73390666608', episode_total_reward = '14.0674351252', current_state = '10001000001000000', actions_taken = '4,10,0', strategy = ['exploit', 'explore', 'explore'] 
episode num = '25', episode_total_immediate_rewards = '9.93504646798', episode_total_reward = '20.9605200563', current_state = '10001000000100000', actions_taken = '4,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '26', episode_total_immediate_rewards = '9.93504646798', episode_total_reward = '20.9605200563', current_state = '10001000000100000', actions_taken = '4,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '27', episode_total_immediate_rewards = '6.38927702151', episode_total_reward = '17.4147506099', current_state = '11001000000000000', actions_taken = '4,0,1', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '28', episode_total_immediate_rewards = '7.14089301985', episode_total_reward = '13.4744214789', current_state = '00101000000010000', actions_taken = '4,2,12', strategy = ['exploit', 'explore', 'explore'] 
episode num = '29', episode_total_immediate_rewards = '9.93504646798', episode_total_reward = '20.9605200563', current_state = '10001000000100000', actions_taken = '4,0,11', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '7.88422999146', episode_total_reward = '7.88422999146', current_state = '00001000001100000', actions_taken = '10,11,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '7.36994623236', episode_total_reward = '9.08907070901', current_state = '01010000001000000', actions_taken = '10,3,1', strategy = ['exploit', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '7.28265203533', episode_total_reward = '7.28265203533', current_state = '10101000000000000', actions_taken = '0,4,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '7.88422999146', episode_total_reward = '12.2247353242', current_state = '00001000001100000', actions_taken = '10,11,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '4', episode_total_immediate_rewards = '7.10274437563', episode_total_reward = '11.1811116227', current_state = '00100000001010000', actions_taken = '10,2,12', strategy = ['exploit', 'explore', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '7.88422999146', episode_total_reward = '14.5839780946', current_state = '00001000001100000', actions_taken = '10,11,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '6', episode_total_immediate_rewards = '6.75281023548', episode_total_reward = '6.75281023548', current_state = '11001000000000000', actions_taken = '4,1,0', strategy = ['explore', 'explore', 'explore'] 
episode num = '7', episode_total_immediate_rewards = '6.02822518462', episode_total_reward = '6.02822518462', current_state = '01010000000010000', actions_taken = '12,3,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '7.88422999146', episode_total_reward = '14.5839780946', current_state = '00001000001100000', actions_taken = '10,11,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '9', episode_total_immediate_rewards = '6.5870399806', episode_total_reward = '13.2867880837', current_state = '00100000001100000', actions_taken = '10,11,2', strategy = ['exploit', 'explore', 'explore'] 
episode num = '10', episode_total_immediate_rewards = '7.28265203533', episode_total_reward = '11.9447229942', current_state = '10101000000000000', actions_taken = '0,4,2', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '11', episode_total_immediate_rewards = '7.88422999146', episode_total_reward = '14.5839780946', current_state = '00001000001100000', actions_taken = '10,11,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '12', episode_total_immediate_rewards = '6.75069119026', episode_total_reward = '10.7565564832', current_state = '01001000001000000', actions_taken = '4,1,10', strategy = ['explore', 'exploit', 'explore'] 
episode num = '13', episode_total_immediate_rewards = '5.91914733399', episode_total_reward = '5.91914733399', current_state = '00110000000100000', actions_taken = '11,3,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '14', episode_total_immediate_rewards = '7.88422999146', episode_total_reward = '14.5839780946', current_state = '00001000001100000', actions_taken = '10,11,4', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '15', episode_total_immediate_rewards = '8.16388191446', episode_total_reward = '14.6640075303', current_state = '10010000001000000', actions_taken = '10,3,0', strategy = ['exploit', 'explore', 'explore'] 
episode num = '16', episode_total_immediate_rewards = '8.16388191446', episode_total_reward = '15.3785496442', current_state = '10010000001000000', actions_taken = '10,3,0', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '17', episode_total_immediate_rewards = '8.16388191446', episode_total_reward = '15.5787444123', current_state = '10010000001000000', actions_taken = '10,3,0', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '18', episode_total_immediate_rewards = '8.16388191446', episode_total_reward = '15.5787444123', current_state = '10010000001000000', actions_taken = '10,3,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '19', episode_total_immediate_rewards = '8.16388191446', episode_total_reward = '15.5787444123', current_state = '10010000001000000', actions_taken = '10,3,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '7.28552445217', episode_total_reward = '13.6487943152', current_state = '10001000001000000', actions_taken = '0,4,10', strategy = ['explore', 'exploit', 'explore'] 
episode num = '21', episode_total_immediate_rewards = '5.91914733399', episode_total_reward = '9.82709580573', current_state = '00110000000100000', actions_taken = '11,3,2', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '22', episode_total_immediate_rewards = '7.34867190982', episode_total_reward = '14.7635344076', current_state = '00110000001000000', actions_taken = '10,3,2', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '23', episode_total_immediate_rewards = '6.42228858894', episode_total_reward = '11.7472355849', current_state = '00010000000110000', actions_taken = '11,3,12', strategy = ['explore', 'exploit', 'explore'] 
episode num = '24', episode_total_immediate_rewards = '8.16388191446', episode_total_reward = '15.5787444123', current_state = '10010000001000000', actions_taken = '10,3,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '25', episode_total_immediate_rewards = '8.16388191446', episode_total_reward = '15.5787444123', current_state = '10010000001000000', actions_taken = '10,3,0', strategy = ['exploit', 'exploit', 'explore'] 
